name,chrom,chrom_class,mean_jc_div
gu_21_chr7_449501_452050,7,chr7_ancestral,0.6716218154914235
gu_23_chr7_800589_803138,7,chr7_ancestral,0.6739470489787797
gu_35_chr7_1026314_1028981,7,chr7_ancestral,0.548304326896694
gu_45_chr7_1660149_1662710,7,chr7_ancestral,0.68416095946112
gu_84_chr7_6312003_6314281,7,chr7_ancestral,0.675453207656594
gu_111_chr7_7175660_7178191,7,chr7_ancestral,0.6612927386240763
gu_128_chr7_8004139_8006735,7,chr7_ancestral,0.67419293323769
gu_157_chr7_11652456_11655017,7,chr7_ancestral,0.6906244419390392
gu_189_chr7_1133952_1136559,7,chr7_ancestral,0.437435737424317
gu_197_chr7_1300223_1302786,7,chr7_ancestral,0.47645994315361767
gu_206_chr7_1797468_1800111,7,chr7_ancestral,0.4093867219807636
gu_211_chr7_3099151_3101755,7,chr7_ancestral,0.4848672592057361
gu_221_chr7_3529270_3531263,7,chr7_ancestral,0.31736149941940117
gu_227_chr7_3832214_3833745,7,chr7_ancestral,0.30132050013745115
gu_232_chr7_4010640_4013204,7,chr7_ancestral,0.47366793731093293
gu_237_chr7_4818142_4820746,7,chr7_ancestral,0.4848672592057361
gu_241_chr7_5168007_5170656,7,chr7_ancestral,0.3311080049505563
gu_256_chr7_5494587_5496779,7,chr7_ancestral,0.40565674549336905
gu_262_chr7_5602654_5605261,7,chr7_ancestral,0.43660932358840415
gu_272_chr7_5686596_5688589,7,chr7_ancestral,0.3147031948588681
gu_275_chr7_5696900_5698893,7,chr7_ancestral,0.3147031948588681
gu_278_chr7_5707215_5709208,7,chr7_ancestral,0.3147031948588681
gu_313_chr7_7255024_7257219,7,chr7_ancestral,0.40497613836048296
gu_315_chr7_7337007_7339571,7,chr7_ancestral,0.4711472444583262
gu_321_chr7_7939564_7942127,7,chr7_ancestral,0.47803180788393473
gu_338_chr7_8884105_8886297,7,chr7_ancestral,0.40270735389462864
gu_340_chr7_9103797_9106325,7,chr7_ancestral,0.4856063437486251
gu_342_chr7_9111665_9114193,7,chr7_ancestral,0.4856063437486251
gu_344_chr7_9119529_9122057,7,chr7_ancestral,0.4856063437486251
gu_346_chr7_9127428_9129956,7,chr7_ancestral,0.4856063437486251
gu_348_chr7_9135336_9137864,7,chr7_ancestral,0.4856063437486251
gu_350_chr7_9143229_9145757,7,chr7_ancestral,0.4848546094658366
gu_352_chr7_9151104_9153632,7,chr7_ancestral,0.4856063437486251
gu_354_chr7_9158948_9161476,7,chr7_ancestral,0.4848546094658366
gu_356_chr7_9166825_9169353,7,chr7_ancestral,0.4856063437486251
gu_358_chr7_9174656_9177184,7,chr7_ancestral,0.4848546094658366
gu_360_chr7_9182517_9185045,7,chr7_ancestral,0.4848546094658366
gu_362_chr7_9190397_9192925,7,chr7_ancestral,0.48548659254681414
gu_364_chr7_9198255_9200783,7,chr7_ancestral,0.48597027552265015
gu_366_chr7_9206126_9208654,7,chr7_ancestral,0.485141600370662
gu_368_chr7_9213988_9216516,7,chr7_ancestral,0.48485460946583653
gu_370_chr7_9221819_9224347,7,chr7_ancestral,0.48485460946583653
gu_372_chr7_9229642_9232170,7,chr7_ancestral,0.48485460946583653
gu_374_chr7_9237509_9240037,7,chr7_ancestral,0.48485460946583653
gu_376_chr7_9245330_9247858,7,chr7_ancestral,0.48485460946583653
gu_379_chr7_9305096_9307080,7,chr7_ancestral,0.3183995211526679
gu_401_chr7_11882498_11885102,7,chr7_ancestral,0.48631840171500573
gu_406_chr7_12392639_12395202,7,chr7_ancestral,0.47406038015661656
gu_429_chr8_38596426_38598419,8,macro_derived,0.5140844538395757
gu_433_chr8_38860105_38862668,8,macro_derived,0.6950089882657549
gu_435_chr8_38990084_38992077,8,macro_derived,0.5205869990167722
gu_442_chr8_39057864_39059985,8,macro_derived,0.653156644719715
gu_444_chr8_39065590_39068118,8,macro_derived,0.6690449734004412
gu_447_chr8_39076698_39078819,8,macro_derived,0.653156644719715
gu_449_chr8_39084389_39086917,8,macro_derived,0.6690449734004412
gu_451_chr8_39092351_39094879,8,macro_derived,0.671950367562743
gu_453_chr8_39100323_39102851,8,macro_derived,0.671950367562743
gu_455_chr8_39108211_39110739,8,macro_derived,0.671950367562743
gu_460_chr8_39123998_39126526,8,macro_derived,0.6690449734004412
gu_462_chr8_39131929_39134457,8,macro_derived,0.671950367562743
gu_464_chr8_39139940_39142468,8,macro_derived,0.6656254313088923
gu_480_chr8_41114708_41117312,8,macro_derived,0.6854163331486292
gu_536_chr8_44656052_44658614,8,macro_derived,0.6801074851255717
gu_541_chr8_44901312_44903875,8,macro_derived,0.6890595224407757
