gene_unit_id,chrom,accession,anchor_pos,start,end,span,n_hits,total_seq_len,has_exon13,coverage_frac,chrom_class,is_ancestral
1,4,NC_087477.1,,298922,301498,2577,6,1779,False,0.9222395023328149,macro_derived,False
3,4,NC_087477.1,,309658,312798,3141,7,1887,False,0.9782270606531882,macro_derived,False
4,4,NC_087477.1,,448108,451226,3119,8,1251,False,0.6485225505443235,macro_derived,False
5,4,NC_087477.1,,981163,983769,2607,6,1809,False,0.937791601866252,macro_derived,False
7,4,NC_087477.1,,991947,995087,3141,7,1899,False,0.9844479004665629,macro_derived,False
16,4,NC_087477.1,,1935361,1937938,2578,7,1737,False,0.9004665629860031,macro_derived,False
18,4,NC_087477.1,,2139291,2141793,2503,7,1677,False,0.8693623639191291,macro_derived,False
19,4,NC_087477.1,,3924496,3927619,3124,8,1299,False,0.6734059097978227,macro_derived,False
20,4,NC_087477.1,,4026438,4029578,3141,7,1887,False,0.9782270606531882,macro_derived,False
22,4,NC_087477.1,,4037763,4040369,2607,6,1821,False,0.9440124416796267,macro_derived,False
23,4,NC_087477.1,,4228329,4231449,3121,6,1497,False,0.776049766718507,macro_derived,False
24,6,NC_087479.1,,70293427,70296547,3121,7,1407,False,0.7293934681181959,macro_derived,False
25,6,NC_087479.1,,70663504,70666624,3121,8,1281,False,0.6640746500777605,macro_derived,False
26,6,NC_087479.1,,72402908,72404782,1875,6,984,False,0.5101088646967341,macro_derived,False
29,6,NC_087479.1,,73334749,73337116,2368,6,1194,False,0.6189735614307932,macro_derived,False
30,6,NC_087479.1,,73433164,73436277,3114,8,1857,False,0.9626749611197511,macro_derived,False
31,6,NC_087479.1,,73490814,73493957,3144,7,1890,False,0.9797822706065319,macro_derived,False
32,6,NC_087479.1,,74113181,74116302,3122,8,1290,False,0.6687402799377916,macro_derived,False
33,6,NC_087479.1,,70175147,70178267,3121,7,1407,False,0.7293934681181959,macro_derived,False
35,6,NC_087479.1,,73288931,73292222,3292,8,1719,False,0.8911353032659409,macro_derived,False
36,8,NC_087481.1,,163770,165951,2182,4,1224,False,0.6345256609642301,macro_derived,False
38,8,NC_087481.1,,561799,564686,2888,6,1707,False,0.8849144634525661,macro_derived,False
39,8,NC_087481.1,,954435,957322,2888,5,1548,False,0.80248833592535,macro_derived,False
40,8,NC_087481.1,,2060286,2063172,2887,5,1548,False,0.80248833592535,macro_derived,False
41,8,NC_087481.1,,2520781,2523667,2887,5,1548,False,0.80248833592535,macro_derived,False
42,8,NC_087481.1,,2779323,2782209,2887,6,1701,False,0.8818040435458787,macro_derived,False
43,8,NC_087481.1,,3379643,3382530,2888,5,1548,False,0.80248833592535,macro_derived,False
44,8,NC_087481.1,,3622730,3625614,2885,5,1548,False,0.80248833592535,macro_derived,False
45,8,NC_087481.1,,4469169,4472055,2887,5,1548,False,0.80248833592535,macro_derived,False
48,8,NC_087481.1,,6546811,6549698,2888,5,1587,False,0.8227060653188181,macro_derived,False
49,8,NC_087481.1,,6689486,6692372,2887,6,1701,False,0.8818040435458787,macro_derived,False
50,8,NC_087481.1,,6872748,6875634,2887,5,1548,False,0.80248833592535,macro_derived,False
51,8,NC_087481.1,,6903107,6905994,2888,6,1698,False,0.880248833592535,macro_derived,False
52,8,NC_087481.1,,7061067,7063953,2887,6,1701,False,0.8818040435458787,macro_derived,False
53,8,NC_087481.1,,7541345,7544232,2888,6,1701,False,0.8818040435458787,macro_derived,False
54,8,NC_087481.1,,7609801,7612687,2887,5,1548,False,0.80248833592535,macro_derived,False
55,8,NC_087481.1,,10012503,10015385,2883,6,1698,False,0.880248833592535,macro_derived,False
56,8,NC_087481.1,,533600,535963,2364,7,1059,False,0.5489891135303266,macro_derived,False
58,8,NC_087481.1,,908125,911010,2886,6,1707,False,0.8849144634525661,macro_derived,False
59,8,NC_087481.1,,1795658,1798546,2889,6,1701,False,0.8818040435458787,macro_derived,False
66,8,NC_087481.1,,2559338,2562224,2887,6,1740,False,0.9020217729393468,macro_derived,False
67,8,NC_087481.1,,6398922,6401808,2887,6,1707,False,0.8849144634525661,macro_derived,False
68,8,NC_087481.1,,6437555,6440441,2887,5,1554,False,0.8055987558320373,macro_derived,False
69,8,NC_087481.1,,7686186,7689073,2888,6,1707,False,0.8849144634525661,macro_derived,False
70,8,NC_087481.1,,8997873,9000381,2509,4,1371,False,0.7107309486780715,macro_derived,False
71,8,NC_087481.1,,9206594,9209481,2888,5,1545,False,0.8009331259720062,macro_derived,False
72,8,NC_087481.1,,9855137,9858023,2887,6,1740,False,0.9020217729393468,macro_derived,False
73,8,NC_087481.1,,10328635,10331520,2886,5,1539,False,0.7978227060653188,macro_derived,False
76,10,NC_087483.1,,3904389,3906347,1959,6,1035,False,0.536547433903577,chr10_ancestral,False
82,10,NC_087483.1,,5097676,5101047,3372,7,1632,False,0.8460342146189735,chr10_ancestral,False
90,10,NC_087483.1,,5311707,5313905,2199,6,1068,False,0.5536547433903577,chr10_ancestral,False
91,10,NC_087483.1,,5322743,5325331,2589,7,1497,False,0.776049766718507,chr10_ancestral,False
93,10,NC_087483.1,,5366922,5370094,3173,9,1473,False,0.7636080870917574,chr10_ancestral,False
95,10,NC_087483.1,,5412627,5415548,2922,7,1371,False,0.7107309486780715,chr10_ancestral,False
97,10,NC_087483.1,,5457762,5460935,3174,8,1605,False,0.8320373250388803,chr10_ancestral,False
100,10,NC_087483.1,,5502334,5503887,1554,4,996,False,0.5163297045101088,chr10_ancestral,False
101,10,NC_087483.1,,5546195,5548747,2553,7,1470,False,0.7620528771384136,chr10_ancestral,False
103,10,NC_087483.1,,5555765,5558329,2565,7,1512,False,0.7838258164852255,chr10_ancestral,False
105,10,NC_087483.1,,5596381,5599552,3172,8,1542,False,0.7993779160186625,chr10_ancestral,False
107,10,NC_087483.1,,5638807,5641491,2685,7,1179,False,0.6111975116640747,chr10_ancestral,False
112,10,NC_087483.1,,5716876,5719058,2183,6,1026,False,0.5318818040435459,chr10_ancestral,False
114,10,NC_087483.1,,5751726,5754333,2608,8,1524,False,0.7900466562986003,chr10_ancestral,False
115,10,NC_087483.1,,5783064,5785890,2827,7,1440,False,0.7465007776049767,chr10_ancestral,False
117,10,NC_087483.1,,5822350,5825007,2658,7,1548,False,0.80248833592535,chr10_ancestral,False
119,10,NC_087483.1,,5866549,5869720,3172,9,1662,False,0.8615863141524106,chr10_ancestral,False
120,10,NC_087483.1,,6653849,6656411,2563,7,1341,False,0.6951788491446346,chr10_ancestral,False
121,10,NC_087483.1,,6697273,6699884,2612,7,1596,False,0.8273716951788491,chr10_ancestral,False
122,10,NC_087483.1,,6762273,6764880,2608,8,1458,False,0.7558320373250389,chr10_ancestral,False
125,10,NC_087483.1,,6864401,6867008,2608,8,1683,False,0.8724727838258165,chr10_ancestral,False
126,10,NC_087483.1,,6927959,6930566,2608,8,1671,False,0.8662519440124417,chr10_ancestral,False
137,10,NC_087483.1,,7004330,7006047,1718,4,1314,False,0.6811819595645412,chr10_ancestral,False
141,10,NC_087483.1,,7062143,7064751,2609,7,1776,False,0.9206842923794712,chr10_ancestral,False
142,10,NC_087483.1,,7115637,7118201,2565,7,1734,False,0.8989113530326595,chr10_ancestral,False
143,10,NC_087483.1,,7129995,7132566,2572,7,1716,False,0.8895800933125972,chr10_ancestral,False
152,10,NC_087483.1,,3920597,3923180,2584,8,1347,False,0.6982892690513219,chr10_ancestral,False
158,10,NC_087483.1,,4955338,4957914,2577,7,1683,False,0.8724727838258165,chr10_ancestral,False
160,10,NC_087483.1,,4964802,4967378,2577,7,1692,False,0.8771384136858476,chr10_ancestral,False
162,10,NC_087483.1,,4974271,4976849,2579,7,1650,False,0.8553654743390358,chr10_ancestral,False
164,10,NC_087483.1,,4983740,4986318,2579,7,1650,False,0.8553654743390358,chr10_ancestral,False
166,10,NC_087483.1,,4993209,4995787,2579,7,1650,False,0.8553654743390358,chr10_ancestral,False
167,10,NC_087483.1,,5002025,5004943,2919,8,1191,False,0.6174183514774495,chr10_ancestral,False
169,10,NC_087483.1,,5070799,5074169,3371,7,1647,False,0.8538102643856921,chr10_ancestral,False
172,10,NC_087483.1,,5125891,5128499,2609,8,1584,False,0.8211508553654744,chr10_ancestral,False
175,10,NC_087483.1,,5162767,5165661,2895,6,1527,False,0.7916018662519441,chr10_ancestral,False
178,10,NC_087483.1,,5230525,5233113,2589,7,1497,False,0.776049766718507,chr10_ancestral,False
180,10,NC_087483.1,,5254541,5257140,2600,8,1407,False,0.7293934681181959,chr10_ancestral,False
183,10,NC_087483.1,,5291381,5294275,2895,6,1527,False,0.7916018662519441,chr10_ancestral,False
187,10,NC_087483.1,,5431829,5434033,2205,6,1008,False,0.5225505443234837,chr10_ancestral,False
191,10,NC_087483.1,,5523725,5526615,2891,7,1413,False,0.7325038880248833,chr10_ancestral,False
195,10,NC_087483.1,,5612309,5615498,3190,9,1635,False,0.8475894245723172,chr10_ancestral,False
196,10,NC_087483.1,,5652763,5655684,2922,7,1365,False,0.7076205287713841,chr10_ancestral,False
201,10,NC_087483.1,,5765305,5768216,2912,7,1332,False,0.6905132192846034,chr10_ancestral,False
211,10,NC_087483.1,,6688622,6691186,2565,7,1734,False,0.8989113530326595,chr10_ancestral,False
213,10,NC_087483.1,,6754978,6756154,1177,4,1035,False,0.536547433903577,chr10_ancestral,False
215,10,NC_087483.1,,6785472,6788026,2555,7,1509,False,0.7822706065318819,chr10_ancestral,False
216,10,NC_087483.1,,6799817,6802381,2565,8,1590,False,0.8242612752721618,chr10_ancestral,False
217,10,NC_087483.1,,6855818,6858430,2613,7,1590,False,0.8242612752721618,chr10_ancestral,False
218,10,NC_087483.1,,6919275,6921877,2603,6,1068,False,0.5536547433903577,chr10_ancestral,False
219,10,NC_087483.1,,6954663,6956207,1545,4,1065,False,0.552099533437014,chr10_ancestral,False
220,10,NC_087483.1,,7053460,7056090,2631,7,1587,False,0.8227060653188181,chr10_ancestral,False
223,10,NC_087483.1,,10130940,10135773,4834,14,2385,False,1.2363919129082426,chr10_ancestral,True
224,10,NC_087483.1,,10138408,10141806,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
225,10,NC_087483.1,,10145360,10148750,3391,9,1626,False,0.8429237947122862,chr10_ancestral,False
226,10,NC_087483.1,,10152235,10155633,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
227,10,NC_087483.1,,10159187,10162585,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
228,10,NC_087483.1,,10166139,10169537,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
229,10,NC_087483.1,,10173091,10176489,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
230,10,NC_087483.1,,10180043,10183441,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
231,10,NC_087483.1,,10186995,10190393,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
232,10,NC_087483.1,,10193947,10197345,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
233,10,NC_087483.1,,10200830,10204228,3399,10,1584,False,0.8211508553654744,chr10_ancestral,False
234,10,NC_087483.1,,10207714,10211112,3399,10,1581,False,0.8195956454121306,chr10_ancestral,False
235,10,NC_087483.1,,10214666,10218064,3399,10,1581,False,0.8195956454121306,chr10_ancestral,False
236,10,NC_087483.1,,10221618,10225013,3396,10,1644,False,0.8522550544323484,chr10_ancestral,False
237,10,NC_087483.1,,10228567,10231965,3399,10,1650,False,0.8553654743390358,chr10_ancestral,False
238,10,NC_087483.1,,10235519,10238909,3391,9,1629,False,0.8444790046656299,chr10_ancestral,False
239,10,NC_087483.1,,10242462,10245852,3391,9,1623,False,0.8413685847589425,chr10_ancestral,False
240,10,NC_087483.1,,10249405,10252803,3399,10,1647,False,0.8538102643856921,chr10_ancestral,False
241,10,NC_087483.1,,10256356,10259754,3399,10,1647,False,0.8538102643856921,chr10_ancestral,False
242,10,NC_087483.1,,10263307,10266697,3391,9,1692,False,0.8771384136858476,chr10_ancestral,False
243,10,NC_087483.1,,10270182,10273572,3391,9,1680,False,0.8709175738724728,chr10_ancestral,False
244,10,NC_087483.1,,10277057,10280447,3391,9,1680,False,0.8709175738724728,chr10_ancestral,False
245,10,NC_087483.1,,10284001,10287390,3390,9,1695,False,0.8786936236391913,chr10_ancestral,False
246,10,NC_087483.1,,10290944,10294332,3389,10,1647,False,0.8538102643856921,chr10_ancestral,False
247,10,NC_087483.1,,10297886,10301271,3386,10,1581,False,0.8195956454121306,chr10_ancestral,False
248,10,NC_087483.1,,10304777,10308166,3390,9,1659,False,0.8600311041990669,chr10_ancestral,False
249,10,NC_087483.1,,10311720,10315106,3387,9,1593,False,0.8258164852255054,chr10_ancestral,False
250,10,NC_087483.1,,10318612,10322001,3390,9,1593,False,0.8258164852255054,chr10_ancestral,False
251,10,NC_087483.1,,10339021,10342419,3399,10,1587,False,0.8227060653188181,chr10_ancestral,False
252,10,NC_087483.1,,10345974,10349369,3396,10,1620,False,0.8398133748055988,chr10_ancestral,False
253,10,NC_087483.1,,10352924,10356322,3399,10,1623,False,0.8413685847589425,chr10_ancestral,False
254,10,NC_087483.1,,10359877,10363275,3399,10,1623,False,0.8413685847589425,chr10_ancestral,False
255,10,NC_087483.1,,10366830,10370228,3399,10,1557,False,0.807153965785381,chr10_ancestral,False
256,10,NC_087483.1,,10373717,10377103,3387,9,1374,False,0.7122861586314152,chr10_ancestral,False
257,10,NC_087483.1,,10380615,10384001,3387,9,1350,False,0.6998444790046656,chr10_ancestral,False
258,10,NC_087483.1,,10387515,10390901,3387,9,1350,False,0.6998444790046656,chr10_ancestral,False
259,10,NC_087483.1,,10394390,10397776,3387,9,1374,False,0.7122861586314152,chr10_ancestral,False
260,10,NC_087483.1,,10401290,10404676,3387,9,1374,False,0.7122861586314152,chr10_ancestral,False
261,10,NC_087483.1,,10408190,10411576,3387,9,1374,False,0.7122861586314152,chr10_ancestral,False
262,10,NC_087483.1,,10415090,10418476,3387,9,1374,False,0.7122861586314152,chr10_ancestral,False
263,10,NC_087483.1,,10421965,10425351,3387,9,1374,False,0.7122861586314152,chr10_ancestral,False
264,10,NC_087483.1,,10428865,10432251,3387,9,1374,False,0.7122861586314152,chr10_ancestral,False
265,10,NC_087483.1,,10435765,10439151,3387,9,1374,False,0.7122861586314152,chr10_ancestral,False
266,10,NC_087483.1,,10442665,10446054,3390,9,1374,False,0.7122861586314152,chr10_ancestral,False
267,10,NC_087483.1,,10449568,10452950,3383,9,1368,False,0.7091757387247278,chr10_ancestral,False
326,11,NC_087484.1,,33907931,33910505,2575,7,1749,False,0.9066874027993779,micro_derived,False
329,11,NC_087484.1,,34126498,34129409,2912,7,1332,False,0.6905132192846034,micro_derived,False
330,11,NC_087484.1,,34143737,34146649,2913,6,1413,False,0.7325038880248833,micro_derived,False
336,11,NC_087484.1,,34313543,34316449,2907,7,1329,False,0.6889580093312597,micro_derived,False
338,11,NC_087484.1,,34496092,34499003,2912,7,1332,False,0.6905132192846034,micro_derived,False
340,11,NC_087484.1,,34605916,34608828,2913,6,1413,False,0.7325038880248833,micro_derived,False
