name,chrom,chrom_class,mean_jc_div
gu_0_chr1_40564559_40567781,1,macro_derived,0.5833708165411486
gu_1_chr1A_23886240_23889460,1A,macro_derived,0.5780415011918204
gu_3_chr6_396658_399970,6,macro_derived,0.5007172608846849
gu_4_chr6_531268_534582,6,macro_derived,0.5019410258346678
gu_5_chr6_540330_543643,6,macro_derived,0.4963941424962709
gu_6_chr6_549251_552565,6,macro_derived,0.5007172608846849
gu_7_chr6_558289_561603,6,macro_derived,0.4963941424962709
gu_8_chr6_567247_570559,6,macro_derived,0.5007172608846849
gu_9_chr6_576198_579510,6,macro_derived,0.5040836841117847
gu_10_chr7_731175_734562,7,chr7_ancestral,0.5591514252020963
gu_11_chr7_738853_742240,7,chr7_ancestral,0.5609075643740141
gu_12_chr7_1801915_1805300,7,chr7_ancestral,0.45874809755586876
gu_13_chr7_2238514_2241740,7,chr7_ancestral,0.5792363371621799
gu_14_chr7_3252147_3256307,7,chr7_ancestral,0.5075546953215098
gu_16_chr7_27746860_27751603,7,chr7_ancestral,0.6352125017455948
gu_17_chr7_28831543_28836290,7,chr7_ancestral,0.5203459508997054
gu_18_chr7_29660300_29663599,7,chr7_ancestral,0.5359636662352835
gu_19_chr8_27545488_27548936,8,macro_derived,0.5796797449877507
gu_20_chr16_561629_564583,16,micro_derived,0.3536233282998415
gu_21_chr16_620170_623060,16,micro_derived,0.30833810928064875
gu_22_chr16_672352_675234,16,micro_derived,0.3215090811377945
gu_23_chr16_699398_702353,16,micro_derived,0.357199467829067
gu_24_chr16_792552_795506,16,micro_derived,0.3527169646397768
gu_25_chr16_819838_822729,16,micro_derived,0.36120201548686
gu_26_chr16_951540_954496,16,micro_derived,0.29557852813338814
gu_27_chr16_964731_967686,16,micro_derived,0.3653423870987723
gu_28_chr16_1012605_1015496,16,micro_derived,0.36121629683990053
gu_29_chr16_1061814_1064760,16,micro_derived,0.34111116819622445
gu_30_chr16_1110691_1113582,16,micro_derived,0.32011846169080194
gu_31_chr16_1164729_1167683,16,micro_derived,0.33914391097881624
gu_32_chr16_1198313_1201269,16,micro_derived,0.355204430837636
gu_33_chr16_1289411_1292908,16,micro_derived,0.3335117131505405
gu_34_chr16_1310272_1313163,16,micro_derived,0.36044073725067216
gu_35_chr16_1374654_1377546,16,micro_derived,0.3194153382219699
gu_36_chr16_1408215_1411107,16,micro_derived,0.3245384289021346
gu_37_chr16_1435216_1438107,16,micro_derived,0.32390029552180105
gu_38_chr16_1478472_1481363,16,micro_derived,0.307559900703135
gu_39_chr16_1532441_1535396,16,micro_derived,0.39132008806997803
gu_40_chr16_1611497_1614997,16,micro_derived,0.3248992285246194
gu_41_chr16_1634416_1637371,16,micro_derived,0.38746882313342956
gu_42_chr16_1700023_1702914,16,micro_derived,0.3268435765429237
gu_43_chr16_1753490_1756380,16,micro_derived,0.3120925078815229
gu_44_chr16_1779141_1782038,16,micro_derived,0.32360722285275373
gu_45_chr16_1805339_1808293,16,micro_derived,0.35920297872209
gu_46_chr16_1857162_1860116,16,micro_derived,0.35863137793394206
gu_47_chr16_1914205_1917158,16,micro_derived,0.3391313399348936
gu_48_chr16_1937007_1939889,16,micro_derived,0.35840962789379177
gu_49_chr16_1985267_1988159,16,micro_derived,0.3568535692150609
gu_50_chr16_2007994_2010884,16,micro_derived,0.32287131149627835
gu_51_chr16_2060222_2063114,16,micro_derived,0.3267086870293909
gu_52_chr16_2086065_2089020,16,micro_derived,0.3580631226767344
gu_53_chr16_2125730_2128685,16,micro_derived,0.35696660722153567
gu_54_chr16_2147841_2150731,16,micro_derived,0.3054719727482556
gu_55_chr16_2198378_2201866,16,micro_derived,0.336971453082545
gu_56_chr16_2240550_2244018,16,micro_derived,0.3671264856284733
gu_57_chr16_2271535_2274424,16,micro_derived,0.36600012465756054
gu_58_chr16_2312053_2314945,16,micro_derived,0.3235458402418778
gu_59_chr16_2326924_2329816,16,micro_derived,0.3568239159766535
gu_60_chr16_2358646_2361538,16,micro_derived,0.32919328627861383
gu_61_chr16_2387151_2390041,16,micro_derived,0.3256680068526291
gu_62_chr16_2408616_2411507,16,micro_derived,0.3092939289911676
gu_63_chr16_2423161_2426041,16,micro_derived,0.3253965825347181
gu_64_chr16_2446093_2466060,16,micro_derived,0.42550762489164223
