locus_id,chrom,chrom_class,genomic_span_bp,cds_length_bp,coverage_frac,pct_mroh_of_span,est_heat_repeats
0,7,chr7_ancestral,3949,1449,0.7511664074650077,36.69283362876678,12
1,7,chr7_ancestral,3340,1569,0.8133748055987559,46.97604790419162,13
2,7,chr7_ancestral,3395,1116,0.578538102643857,32.87187039764359,9
3,7,chr7_ancestral,10723,1665,0.8631415241057543,15.52737107152849,14
4,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
5,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
6,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
7,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
8,7,chr7_ancestral,2915,1039,0.5386210471747019,35.64322469982847,9
9,7,chr7_ancestral,2915,1039,0.5386210471747019,35.64322469982847,9
11,7,chr7_ancestral,26062,3794,1.9668221876620011,14.557593431049037,32
12,7,chr7_ancestral,22403,3976,2.0611715914981854,17.747623086193816,33
13,7,chr7_ancestral,10270,1263,0.6547433903576982,12.297955209347615,11
14,7,chr7_ancestral,11201,1701,0.8818040435458787,15.186144094277296,14
15,7,chr7_ancestral,22455,3967,2.0565059616381545,17.66644399910933,33
16,7,chr7_ancestral,10067,1614,0.8367029548989113,16.03258170259263,13
17,7,chr7_ancestral,24380,3099,1.6065318818040435,12.71123872026251,26
18,7,chr7_ancestral,41761,4314,2.2363919129082426,10.330212399128373,36
19,7,chr7_ancestral,24767,1858,0.9631933644375325,7.501917874591189,15
20,7,chr7_ancestral,3487,1683,0.8724727838258165,48.26498422712934,14
21,7,chr7_ancestral,3273,1536,0.7962674961119751,46.92942254812099,13
22,7,chr7_ancestral,24969,1569,0.8133748055987559,6.283791901958429,13
23,7,chr7_ancestral,41371,4227,2.191290824261275,10.217301974813275,35
24,7,chr7_ancestral,11140,1668,0.864696734059098,14.973070017953322,14
25,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
26,7,chr7_ancestral,2914,1042,0.5401762571280456,35.75840768702814,9
27,7,chr7_ancestral,2914,1042,0.5401762571280456,35.75840768702814,9
28,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
29,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
30,7,chr7_ancestral,2914,1042,0.5401762571280456,35.75840768702814,9
31,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
32,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
33,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
34,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
35,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
36,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
37,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
38,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
39,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
40,7,chr7_ancestral,2915,1042,0.5401762571280456,35.74614065180103,9
41,7,chr7_ancestral,15256,2182,1.1311560393986522,14.302569480859988,18
81,7,chr7_ancestral,18114,3066,1.5894245723172629,16.92613448161643,26
85,7,chr7_ancestral,6604,1383,0.7169517884914464,20.941853422168382,12
95,7,chr7_ancestral,10734,2304,1.1944012441679628,21.46450531022918,19
98,7,chr7_ancestral,9836,1746,0.9051321928460342,17.75111834078894,15
107,7,chr7_ancestral,7359,1758,0.911353032659409,23.889115368935997,15
114,7,chr7_ancestral,3286,1425,0.7387247278382582,43.365794278758365,12
120,7,chr7_ancestral,7554,1761,0.9129082426127528,23.312152501985704,15
188,7,chr7_ancestral,5904,984,0.5101088646967341,16.666666666666664,8
189,7,chr7_ancestral,6659,1653,0.8569206842923794,24.82354707914101,14
195,7,chr7_ancestral,10593,2322,1.2037325038880249,21.920135938827528,19
211,7,chr7_ancestral,3319,1329,0.6889580093312597,40.042181379933716,11
212,7,chr7_ancestral,2882,1416,0.7340590979782271,49.13254684247051,12
213,7,chr7_ancestral,9409,1668,0.864696734059098,17.72770751408226,14
214,7,chr7_ancestral,3307,1161,0.6018662519440124,35.10734804959178,10
215,7,chr7_ancestral,14782,2670,1.3841368584758942,18.06250845623055,22
216,7,chr7_ancestral,3299,1587,0.8227060653188181,48.10548651106396,13
217,7,chr7_ancestral,3299,1323,0.6858475894245724,40.103061533798126,11
218,7,chr7_ancestral,3296,1257,0.6516329704510109,38.137135922330096,10
219,7,chr7_ancestral,3273,1611,0.8351477449455676,49.220898258478464,13
221,7,chr7_ancestral,3305,1449,0.7511664074650077,43.84266263237519,12
222,7,chr7_ancestral,3290,1195,0.6194919647485744,36.32218844984803,10
224,7,chr7_ancestral,3487,1698,0.880248833592535,48.695153427014624,14
225,7,chr7_ancestral,22921,1678,0.8698807672369103,7.320797521923127,14
226,7,chr7_ancestral,18415,2604,1.349922239502333,14.140646212326907,22
227,7,chr7_ancestral,5438,2454,1.272161741835148,45.12688488414858,20
228,7,chr7_ancestral,5578,2511,1.3017107309486782,45.01613481534601,21
229,10,micro_derived,3386,1185,0.614307931570762,34.997046662728884,10
230,12,micro_derived,3373,1248,0.6469673405909798,36.9997035280166,10
231,12,micro_derived,3373,1248,0.6469673405909798,36.9997035280166,10
